city,latitude,longitude,country,citycode,density,timezone
Épinay-sur-Orge,48.6734,2.3107,France,FR-J,2332.2,Europe/Paris
La Halte d’Eyrenville,44.7042,0.5634,France,FR-NAQ,19.8,Europe/Paris
Saint-Martin-des-Champs,48.5766,-3.8453,France,FR-E,323.3,Europe/Paris
Reugny,47.4821,0.8847,France,FR-F,55.8,Europe/Paris
Saint-Martin-des-Champs,47.1566,2.9178,France,FR-F,27.4,Europe/Paris
Valfin-sur-Valouse,46.3698,5.5198,France,FR-BFC,9.2,Europe/Paris
Cabriès,43.4412,5.38,France,FR-U,226,Europe/Paris
Sorges,45.3074,0.8735,France,FR-NAQ,29.4,Europe/Paris
Tours-en-Vimeu,50.0352,1.6839,France,FR-HDF,75.7,Europe/Paris
Auxillac,44.4669,3.2279,France,FR-OCC,21.3,Europe/Paris
Méon,47.495,0.1202,France,FR-R,18.4,Europe/Paris
Saint-Viaud,47.2563,-2.0186,France,FR-R,72.1,Europe/Paris
Saulnières,48.6595,1.272,France,FR-F,64.8,Europe/Paris
Tréloup,49.0774,3.6068,France,FR-HDF,51.1,Europe/Paris
Saulnières,47.9158,-1.5877,France,FR-E,71.7,Europe/Paris
La Charonnerie,47.253,1.8362,France,FR-F,25,Europe/Paris
Saint-Amand-les-Eaux,50.4472,3.4308,France,FR-HDF,483.3,Europe/Paris
Dracy-lès-Couches,46.8887,4.5773,France,FR-BFC,19.7,Europe/Paris
Saint-Quentin-la-Poterie,44.0454,4.4411,France,FR-OCC,127.9,Europe/Paris
Saint-Sauveur-Gouvernet,44.3364,5.3505,France,FR-ARA,10.4,Europe/Paris
Solmet,47.638,3.3221,France,FR-BFC,20.8,Europe/Paris
Saint-Laurent-de-Muret,44.6027,3.2066,France,FR-OCC,3.9,Europe/Paris
Saint-Symphorien-sous-Chomérac,44.7194,4.7044,France,FR-ARA,86.9,Europe/Paris
Quesmy,49.6339,3.0594,France,FR-HDF,46.4,Europe/Paris
Ramoulu,48.226,2.2918,France,FR-F,23.4,Europe/Paris
Champvalins,47.848,2.0057,France,FR-F,94.5,Europe/Paris
Marivaux,49.5193,3.1229,France,FR-HDF,65.3,Europe/Paris
Blanzaguet,44.9223,1.5324,France,FR-OCC,28.7,Europe/Paris
Romaniargues,45.2478,2.9153,France,FR-ARA,15.7,Europe/Paris
Berbiguières,44.8341,1.0423,France,FR-NAQ,35.1,Europe/Paris
Vroville,48.2866,6.1725,France,FR-GES,20.5,Europe/Paris
Berraute,43.3256,-0.9851,France,FR-NAQ,26,Europe/Paris
Vaures,45.102,3.7235,France,FR-ARA,36.3,Europe/Paris
Roussare,45.1536,1.8034,France,FR-NAQ,19.6,Europe/Paris
Forstheim,48.8987,7.7138,France,FR-GES,110.5,Europe/Paris
La Paize,45.0189,0.5931,France,FR-NAQ,25.2,Europe/Paris
Brie-sous-Barbezieux,45.4255,-0.0404,France,FR-NAQ,17.6,Europe/Paris
Fonteneau,46.5968,2.1603,France,FR-F,7.9,Europe/Paris
Aimons,45.25,2.3167,France,FR-ARA,45.6,Europe/Paris
Farémont,48.6898,4.7224,France,FR-GES,51,Europe/Paris
Saint-Félix-Lauragais,43.449,1.8876,France,FR-OCC,25.8,Europe/Paris
Saint-Anastase,48.75,0.2,France,FR-NOR,7.9,Europe/Paris
Les Mousseaux,49.1916,1.3493,France,FR-NOR,311.9,Europe/Paris
Aguessac,44.1567,3.098,France,FR-OCC,47.6,Europe/Paris
La Forclaz,46.3213,6.6141,France,FR-ARA,59.4,Europe/Paris
Maloza,45.3555,5.5531,France,FR-ARA,206.9,Europe/Paris
Sablons,45.0257,-0.1937,France,FR-NAQ,113.2,Europe/Paris
Sainte-Marguerite,44.8,6.5667,France,FR-U,34.3,Europe/Paris
Sainte-Marguerite,44.1802,5.1893,France,FR-U,12.2,Europe/Paris
Ichy,48.2026,2.5471,France,FR-J,18.9,Europe/Paris
Saint-Laurent-en-Brionnais,46.2735,4.2586,France,FR-BFC,25.9,Europe/Paris
Neuville-en-Ferrain,50.7484,3.1568,France,FR-HDF,1653.4,Europe/Paris
Le Beauchot,47.3303,3.2637,France,FR-BFC,10.5,Europe/Paris
Condat-sur-Trincou,45.3827,0.7086,France,FR-NAQ,32.7,Europe/Paris
Joucas,43.926,5.252,France,FR-U,40.2,Europe/Paris
Apach,49.461,6.3742,France,FR-GES,272.6,Europe/Luxembourg
Felletin,45.8841,2.1733,France,FR-NAQ,131.7,Europe/Paris
Bromeilles,48.1866,2.497,France,FR-F,23.9,Europe/Paris
Pouligny-Saint-Pierre,46.681,1.0388,France,FR-F,23.1,Europe/Paris
Lacroix,49.354,6.4599,France,FR-GES,53.2,Europe/Paris
Pomiès,45.1833,2.3333,France,FR-ARA,27.3,Europe/Paris
Bouzonville,49.2922,6.5353,France,FR-GES,288.7,Europe/Paris
Bouzonville,49.153,5.775,France,FR-GES,20.3,Europe/Paris
Bazancourt,49.3656,4.1705,France,FR-GES,169.2,Europe/Paris
Porté-Puymorens,42.5482,1.8312,France,FR-OCC,2.4,Europe/Paris
Guillot,44.4511,0.4554,France,FR-NAQ,15,Europe/Paris
Varennes-sur-Seine,48.373,2.9257,France,FR-J,356.6,Europe/Paris
Rasteau,44.2307,4.9869,France,FR-U,44.5,Europe/Paris
Briollay,47.5645,-0.5081,France,FR-R,193.9,Europe/Paris
Grand Chalier,45.7333,1.1667,France,FR-NAQ,44.7,Europe/Paris
Jésonville,48.13,6.1105,France,FR-GES,20.8,Europe/Paris
Roussi,44.6552,2.5134,France,FR-OCC,7.2,Europe/Paris
Les Pinthières,48.702,1.5693,France,FR-F,51.3,Europe/Paris
Petit-Landau,47.7309,7.5193,France,FR-GES,46.5,Europe/Paris
Le Mesnil-Auzouf,48.9799,-0.7524,France,FR-NOR,37.7,Europe/Paris
Guibermesnil,49.8426,1.8403,France,FR-HDF,21,Europe/Paris
Jarnac-Champagne,45.5591,-0.4004,France,FR-NAQ,34.4,Europe/Paris
Écouflant,47.5308,-0.5283,France,FR-R,291.2,Europe/Paris
Gilley,47.6906,5.6365,France,FR-GES,7.6,Europe/Paris
Les Buges,45.673,2.7855,France,FR-ARA,11.4,Europe/Paris
Marcenod,45.571,4.4832,France,FR-ARA,80,Europe/Paris
Le Bourget,46.4667,5.6667,France,FR-BFC,73.3,Europe/Paris
Oberlauterbach,48.9494,8.0696,France,FR-GES,110.8,Europe/Paris
Les Rairies,48.9249,-0.9163,France,FR-NOR,41,Europe/Paris
Les Frênes,49.5631,0.2026,France,FR-NOR,774.2,Europe/Paris
Sauzeries Basses,44.0445,6.3587,France,FR-U,3.5,Europe/Paris
Chémeré,47.1206,-1.9175,France,FR-R,69.6,Europe/Paris
Limons,45.9735,3.4454,France,FR-ARA,49.6,Europe/Paris
Crégy-lès-Meaux,48.9765,2.8748,France,FR-J,1198.2,Europe/Paris
Casarimacciu,41.989,8.9067,France,FR-H,72.1,Europe/Paris
Porto Vecchiaccio,41.662,9.3275,France,FR-H,64.2,Europe/Paris
Goutibert,45.9018,0.3828,France,FR-NAQ,14.3,Europe/Paris
Saint-Maurice sur Loire,45.9647,4.0085,France,FR-ARA,48.7,Europe/Paris
Fontaine-Bellenger,49.1861,1.2616,France,FR-NOR,222.5,Europe/Paris
Branne,44.8305,-0.1866,France,FR-NAQ,534.5,Europe/Paris
Flaittes,45.5021,3.7198,France,FR-ARA,27,Europe/Paris
Fontaine-lès-Vervins,49.8528,3.9004,France,FR-HDF,53.6,Europe/Paris
Saint-Avit-le-Pauvre,45.9963,2.0444,France,FR-NAQ,15.3,Europe/Paris
La Férée,49.7631,4.3028,France,FR-GES,8.4,Europe/Paris
La Gaillarde,49.8383,0.8637,France,FR-NOR,56.4,Europe/Paris
La Chamba,45.7556,3.7574,France,FR-ARA,11.1,Europe/Paris
Saint-Geniès,44.9943,1.251,France,FR-NAQ,29.5,Europe/Paris
Varaize,45.9232,-0.4227,France,FR-NAQ,28.8,Europe/Paris
Troisgots,49.0113,-1.0734,France,FR-NOR,33.9,Europe/Paris
Bouloc,43.7804,1.4054,France,FR-OCC,266.6,Europe/Paris
Bouloc,44.1532,2.867,France,FR-OCC,11,Europe/Paris
Tourriers,45.7976,0.192,France,FR-NAQ,123.6,Europe/Paris
Verrières,43.8514,2.8188,France,FR-OCC,17.3,Europe/Paris
Verrières,44.2019,3.0584,France,FR-OCC,8.7,Europe/Paris
Verrières,44.8699,3.6275,France,FR-OCC,7.1,Europe/Paris
Jonzais,46.3926,2.8234,France,FR-ARA,33.1,Europe/Paris
Buschwiller,47.5588,7.5074,France,FR-GES,256.5,Europe/Paris
Fontenilles-d’Aigueparse,44.6458,1.0013,France,FR-NAQ,12,Europe/Paris
Langon,44.5528,-0.2499,France,FR-NAQ,650,Europe/Paris
Teneze,46.3519,1.7025,France,FR-NAQ,20.5,Europe/Paris
Viesly,50.1535,3.4624,France,FR-HDF,133.4,Europe/Paris
Galapian,44.2987,0.4133,France,FR-NAQ,37.4,Europe/Paris
Neuhaeusel,48.8236,8.0856,France,FR-GES,165.2,Europe/Berlin
La Chapelle-Bayvel,49.273,0.4026,France,FR-NOR,82.7,Europe/Paris
Le Coteau,46.0192,4.0923,France,FR-ARA,1275.2,Europe/Paris
Locquirec,48.6926,-3.6459,France,FR-E,222.7,Europe/Paris
Chamberaud,46.0494,2.0457,France,FR-NAQ,13.5,Europe/Paris
La Motte Moreau,47.9872,2.1114,France,FR-F,97.7,Europe/Paris
Anzex,44.2839,0.1657,France,FR-NAQ,12.7,Europe/Paris
Pierre-Châtel,44.9574,5.7745,France,FR-ARA,113.8,Europe/Paris
Vendoeuvres,46.8019,1.3578,France,FR-F,12.1,Europe/Paris
Esse,46.0317,0.7207,France,FR-NAQ,15.9,Europe/Paris
Lieurac,42.9816,1.7894,France,FR-OCC,23,Europe/Paris
Saint-Vallier,46.6411,4.3711,France,FR-BFC,356.6,Europe/Paris
Le Petit Buisson,48.4171,2.9955,France,FR-J,106.1,Europe/Paris
Fayet,44.3553,3.5704,France,FR-OCC,19.3,Europe/Paris
Fayet,43.8036,2.9474,France,FR-OCC,14,Europe/Paris
Le Pinet,45.2281,4.2385,France,FR-ARA,202.3,Europe/Paris
Le Pinet,45.2989,4.1642,France,FR-ARA,196.7,Europe/Paris
Le Pinet,45.1233,5.2624,France,FR-ARA,109.8,Europe/Paris
Le Pinet,45.376,3.8688,France,FR-ARA,17.1,Europe/Paris
Bax,43.2264,1.2882,France,FR-OCC,15.2,Europe/Paris
Montmurat,44.6292,2.2014,France,FR-ARA,27.9,Europe/Paris
Lafeuillade-en-Vézie,44.7893,2.4601,France,FR-ARA,38.5,Europe/Paris
La Ribierre,45.8422,2.0401,France,FR-NAQ,5.1,Europe/Paris
Tanaron,44.2,6.2667,France,FR-U,7,Europe/Paris
Quatre-Champs,49.4454,4.7684,France,FR-GES,17.2,Europe/Paris
Saint-Éloy-les-Tuileries,45.4469,1.2925,France,FR-NAQ,17.1,Europe/Paris
Saint-Agnan-sur-Sarthe,48.6101,0.4263,France,FR-NOR,23.1,Europe/Paris
Essarts,48.5044,1.7633,France,FR-F,84.1,Europe/Paris
Chantocelle,46.391,3.1305,France,FR-ARA,18,Europe/Paris
Nannay,47.2621,3.1911,France,FR-BFC,10.3,Europe/Paris
Doumely-Bégny,49.6293,4.3023,France,FR-GES,13.1,Europe/Paris
Diant,48.283,2.9932,France,FR-J,20.5,Europe/Paris
Beaurepaire,46.9105,-1.0894,France,FR-R,107.3,Europe/Paris
La Chaise,46.4435,0.8931,France,FR-NAQ,107.8,Europe/Paris
La Chaise,46.5914,0.782,France,FR-NAQ,14.7,Europe/Paris
La Chaise,45.9833,1.8,France,FR-NAQ,8.3,Europe/Paris
Peyrefitte-sur-l’Hers,43.2478,1.8287,France,FR-OCC,13.4,Europe/Paris
Marly-le-Roi,48.8667,2.0833,France,FR-J,1817.2,Europe/Paris
Beaurepaire,48.3902,1.0888,France,FR-F,16.9,Europe/Paris
Audignies,50.2856,3.8137,France,FR-HDF,201.8,Europe/Paris
Montarmin,46.7786,3.9863,France,FR-BFC,45.2,Europe/Paris
Berentzwiller,47.5861,7.3843,France,FR-GES,52.2,Europe/Paris
Grainville-Langannerie,49.0113,-0.2741,France,FR-NOR,139.9,Europe/Paris
Chêne-Godon,49.0518,1.5023,France,FR-J,66,Europe/Paris
Bellacaud,44.9657,0.4619,France,FR-NAQ,19.6,Europe/Paris
Hères,43.5535,-0.0003,France,FR-OCC,19.7,Europe/Paris
Dambelin,47.3742,6.6744,France,FR-BFC,43.8,Europe/Paris
Asnières-sur-Vègre,47.8883,-0.2339,France,FR-R,36,Europe/Paris
Estables,44.6667,3.4167,France,FR-OCC,19,Europe/Paris
La Pordais,47.2674,-2.0093,France,FR-R,72.5,Europe/Paris
Faucigny,46.1194,6.3589,France,FR-ARA,114.4,Europe/Paris
Gercy,49.8145,3.866,France,FR-HDF,43,Europe/Paris
Saint-Geneys-près-Saint-Paulien,45.1616,3.824,France,FR-ARA,20.7,Europe/Paris
Robersart,50.1567,3.6421,France,FR-HDF,86.2,Europe/Paris
Rumersheim,48.692,7.6357,France,FR-GES,157.2,Europe/Paris
Genevreuille,47.6721,6.3772,France,FR-BFC,30.5,Europe/Paris
Vinsobres,44.3333,5.062,France,FR-ARA,32.5,Europe/Paris
Caubous,43.2469,0.4797,France,FR-OCC,10.5,Europe/Paris
Caubous,42.8508,0.5223,France,FR-OCC,2.3,Europe/Paris
Saint-Jacques,45.3275,5.5631,France,FR-ARA,393.4,Europe/Paris
Saint-Jacques,46.6,3.55,France,FR-ARA,13.9,Europe/Paris
Île-d’Aix,46.0123,-1.1748,France,FR-NAQ,131.5,Europe/Paris
Beulle,48.9167,1.8833,France,FR-J,227.1,Europe/Paris
Vauchelles-lès-Domart,50.0562,2.0546,France,FR-HDF,35.4,Europe/Paris
Saint-Lager,46.1116,4.6729,France,FR-ARA,120.2,Europe/Paris
Pencran,48.4376,-4.2343,France,FR-E,371.2,Europe/Paris
Herbeuville,49.0466,5.6371,France,FR-GES,27.9,Europe/Paris
Courcelles,48.0973,2.3173,France,FR-F,47.7,Europe/Paris
Béchereau,48.6511,1.689,France,FR-J,55.6,Europe/Paris
Village de la Judée,49.6283,-1.6859,France,FR-NOR,589.3,Europe/Paris
Courcelles,48.4101,3.0553,France,FR-J,21.5,Europe/Paris
Millery,48.8166,6.13,France,FR-GES,103.3,Europe/Paris
Verdèse,42.393,9.3646,France,FR-H,26.8,Europe/Paris
L’Aunay,48.7327,0.3759,France,FR-NOR,21.9,Europe/Paris
Bernes,50.8393,1.6954,France,FR-HDF,61.1,Europe/Paris
Bernes,49.9098,3.0997,France,FR-HDF,34.4,Europe/Paris
Chaumes de la Bigotte,47.4667,3.85,France,FR-BFC,9.4,Europe/Paris
Les Dunes d’Oye,50.9995,2.0681,France,FR-HDF,140.8,Europe/Paris
La Ville-aux-Bois-lès-Dizy,49.6618,3.992,France,FR-HDF,17.2,Europe/Paris
Le Coudray,48.0667,0.55,France,FR-R,93.8,Europe/Paris
Le Coudray,47.5583,-1.8393,France,FR-R,51.1,Europe/Paris
Eppe-Sauvage,50.1189,4.1781,France,FR-HDF,18.4,Europe/Paris
Le Coudray,48.2012,2.738,France,FR-J,213.9,Europe/Paris
Le Coudray,49.0323,1.7089,France,FR-J,156.9,Europe/Paris
Le Coudray,48.1823,2.8637,France,FR-J,74.8,Europe/Paris
Le Coudray,48.3064,2.802,France,FR-J,36.5,Europe/Paris
Outrebois,49.05,1.1333,France,FR-NOR,735.2,Europe/Paris
Petite Serenne,44.5333,6.7667,France,FR-U,1.2,Europe/Paris
Bubertré,48.5966,0.6013,France,FR-NOR,10.7,Europe/Paris
Torjonas,45.8064,5.3299,France,FR-ARA,38.1,Europe/Paris
Kutzenhausen,48.9335,7.8543,France,FR-GES,140.5,Europe/Paris
Maizerais,48.9069,5.8032,France,FR-GES,26.7,Europe/Paris
Limeil-Brévannes,48.7464,2.4883,France,FR-J,2769.7,Europe/Paris
Saint-Maurice-Thizouaille,47.8333,3.362,France,FR-BFC,94.3,Europe/Paris
Cuves,48.0945,5.4374,France,FR-GES,5.3,Europe/Paris
Porh-Pus,47.6906,-3.3578,France,FR-E,346.7,Europe/Paris
Aiguèze,44.3029,4.556,France,FR-OCC,40.7,Europe/Paris
Chezelles,46.3636,2.6185,France,FR-ARA,539,Europe/Paris
Saint-Etienne-Roilaye,49.3532,3.0191,France,FR-HDF,44,Europe/Paris
Savignac,44.3588,1.9652,France,FR-OCC,42.4,Europe/Paris
Les Chéris,48.6361,-1.2567,France,FR-NOR,49,Europe/Paris
Lanarvily,48.5525,-4.3883,France,FR-E,94.4,Europe/Paris
Arnoncourt-sur-Apance,48.0007,5.7009,France,FR-GES,7.8,Europe/Paris
La Nouzière,46.1699,2.3341,France,FR-NAQ,9.6,Europe/Paris
Savignargues,43.9628,4.084,France,FR-OCC,90.8,Europe/Paris
Wattignies-la-Victoire,50.2015,4.012,France,FR-HDF,45.7,Europe/Paris
Collias,43.9537,4.477,France,FR-OCC,52.7,Europe/Paris
Betour,45.6597,1.2222,France,FR-NAQ,47.6,Europe/Paris
Prouray,47.0266,0.688,France,FR-F,34.6,Europe/Paris
La Mothe-Achard,46.6179,-1.659,France,FR-R,264.3,Europe/Paris
Mérignat,46.0696,5.4377,France,FR-ARA,59,Europe/Paris
Le Lauzet,44.7667,6.6167,France,FR-U,22.6,Europe/Paris
Le Lauzet,45.0147,6.4639,France,FR-U,8.6,Europe/Paris
Champguyon-Bas,48.7667,3.55,France,FR-GES,17.6,Europe/Paris
La Nerthe,43.3788,5.295,France,FR-U,1210.8,Europe/Paris
Dordives,48.1425,2.7678,France,FR-F,222.3,Europe/Paris
Goastalan,48.2963,-4.1187,France,FR-E,99,Europe/Paris
La Quaisne,49.5534,1.4096,France,FR-NOR,31.7,Europe/Paris
Dierre,47.3451,0.9575,France,FR-F,61.9,Europe/Paris
La Polle,49.638,-1.6366,France,FR-NOR,2310.3,Europe/Paris
Chatte,45.1425,5.2822,France,FR-ARA,106.7,Europe/Paris
Azereix,43.209,-0.008,France,FR-OCC,66.6,Europe/Paris
Kergoat,48.4744,-4.4826,France,FR-E,190.1,Europe/Paris
Kergoat,48.1138,-4.1692,France,FR-E,39.9,Europe/Paris
Kergoat,48.0717,-3.5977,France,FR-E,27.3,Europe/Paris
La Farlède,43.1687,6.0432,France,FR-U,984.6,Europe/Paris
Bar-lès-Buzancy,49.4329,4.9418,France,FR-GES,14.8,Europe/Paris
Mardigny,48.9766,6.0852,France,FR-GES,55.8,Europe/Paris
Cambremer,49.1519,0.0476,France,FR-NOR,45.1,Europe/Paris
Tillenay,47.1789,5.3505,France,FR-BFC,139.5,Europe/Paris
Sainte-Orse,45.2034,1.0753,France,FR-NAQ,16.5,Europe/Paris
Val Profonde,48.0648,3.3545,France,FR-BFC,127.1,Europe/Paris
Courteilles,48.775,-0.1994,France,FR-NOR,43.8,Europe/Paris
Courteilles,48.7345,1.0111,France,FR-NOR,23.7,Europe/Paris
Pouillon,43.6049,-0.9963,France,FR-NAQ,57.9,Europe/Paris
Menetou-Couture,47.0453,2.9137,France,FR-F,12.3,Europe/Paris
Lanriec,47.8695,-3.8831,France,FR-E,461.5,Europe/Paris
Rochebrune,44.337,5.2456,France,FR-ARA,3.4,Europe/Paris
Orny,49.0233,6.2454,France,FR-GES,66.2,Europe/Paris
Auxonne,47.1925,5.3873,France,FR-BFC,192.3,Europe/Paris
Carantec,48.6677,-3.9142,France,FR-E,345.9,Europe/Paris
Moidrey,48.5752,-1.5054,France,FR-NOR,83,Europe/Paris
Dury,49.8473,2.2707,France,FR-HDF,123.6,Europe/Paris
Dury,50.2469,3.0074,France,FR-HDF,68.3,Europe/Paris
Dury,49.7508,3.1302,France,FR-HDF,25.6,Europe/Paris
Thubeauville,50.5891,1.7827,France,FR-HDF,37.8,Europe/Paris
La Chapelle-d’Aunainville,48.4248,1.8132,France,FR-F,38.8,Europe/Paris
Bressolles,45.8664,5.0951,France,FR-ARA,100.9,Europe/Paris
Bressolles,46.5309,3.3165,France,FR-ARA,45.7,Europe/Paris
Larchantel,48.3825,-4.5557,France,FR-E,2719,Europe/Paris
Boisyvon,48.805,-1.1288,France,FR-NOR,30.7,Europe/Paris
Cenne-Monestiés,43.3318,2.1172,France,FR-OCC,47.8,Europe/Paris
Teinte,46.8323,3.3906,France,FR-BFC,18.3,Europe/Paris
Cruciata,41.8408,8.784,France,FR-H,39,Europe/Paris
Les Roux,44.579,5.9609,France,FR-U,32.3,Europe/Paris
Tournavaux,49.8713,4.7859,France,FR-GES,116.8,Europe/Paris
La Bergerie,48.349,1.1419,France,FR-F,21.8,Europe/Paris
La Bergerie,46.9595,2.8567,France,FR-F,8.7,Europe/Paris
Oimpuits,48.2328,2.1652,France,FR-F,16.8,Europe/Paris
Douneau,43.727,5.1599,France,FR-U,225.7,Europe/Paris
Yenne,45.702,5.7616,France,FR-ARA,135.6,Europe/Paris
Richeville,48.8153,1.5594,France,FR-F,68.5,Europe/Paris
Clergoux,45.2787,1.9724,France,FR-NAQ,23.5,Europe/Paris
Les Paroches,48.9072,5.516,France,FR-GES,46.5,Europe/Paris
Briotte,48.3996,3.3341,France,FR-J,25.1,Europe/Paris
Thourotte,49.4759,2.8821,France,FR-HDF,1095.1,Europe/Paris
Chauffour-lès-Étréchy,48.5041,2.1696,France,FR-J,31.3,Europe/Paris
Aulnay-la-Rivière,48.1905,2.3675,France,FR-F,43.2,Europe/Paris
Chaumard,47.1443,3.9127,France,FR-BFC,13,Europe/Paris
Tressignaux,48.6168,-2.9837,France,FR-E,134.9,Europe/Paris
Ormersviller,49.1358,7.3233,France,FR-GES,72.7,Europe/Paris
La Chapelle-Onzerain,48.0332,1.6122,France,FR-F,18.2,Europe/Paris
Antin,43.334,0.2893,France,FR-OCC,13.3,Europe/Paris
Saint-Laurent-Rochefort,45.7734,3.9244,France,FR-ARA,16.4,Europe/Paris
Frespech,44.31,0.825,France,FR-NAQ,23.8,Europe/Paris
Sourdun,48.5369,3.352,France,FR-J,78.4,Europe/Paris
Saint-Maurice-sur-Moselle,47.8589,6.8248,France,FR-GES,43.6,Europe/Paris
La Poussinière,48.1582,2.0485,France,FR-F,40,Europe/Paris
Nouailhas,45.7565,1.1738,France,FR-NAQ,63.5,Europe/Paris
Criviller,48.4657,6.7534,France,FR-GES,185.8,Europe/Paris
Asfeld,49.4698,4.1174,France,FR-GES,49.6,Europe/Paris
Mont-Saint-Aignan,49.4631,1.0936,France,FR-NOR,2133.6,Europe/Paris
Quettreville-sur-Sienne,48.968,-1.4678,France,FR-NOR,96.2,Europe/Paris
Valay,47.3382,5.6379,France,FR-BFC,46.9,Europe/Paris
Brévands,49.3308,-1.1907,France,FR-NOR,26,Europe/Paris
Jaucourt,48.2592,4.6478,France,FR-GES,29.7,Europe/Paris
Etcharry,43.323,-0.928,France,FR-NAQ,18,Europe/Paris
Lovagny,45.9038,6.0328,France,FR-ARA,255.9,Europe/Paris
Issus,43.4245,1.5061,France,FR-OCC,73.9,Europe/Paris
Les Cottereaux,47.4109,2.7249,France,FR-F,13.7,Europe/Paris
Montbrun-des-Corbières,43.1985,2.6841,France,FR-OCC,32.4,Europe/Paris
Trôo,47.7779,0.7927,France,FR-F,38.6,Europe/Paris
Voisines,47.8597,5.1836,France,FR-GES,4.8,Europe/Paris
Exeidioux,45.6312,1.6819,France,FR-NAQ,6.1,Europe/Paris
Pezou,47.8674,1.1428,France,FR-F,84.5,Europe/Paris
Lucenay,47.4132,4.287,France,FR-BFC,10.2,Europe/Paris
Kerbach,49.1668,6.9655,France,FR-GES,267.6,Europe/Paris
La Racinière,48.7309,0.6692,France,FR-NOR,63.9,Europe/Paris
Saint-André,42.5513,2.9726,France,FR-OCC,339.2,Europe/Paris
Saint-André,43.5627,0.8558,France,FR-OCC,19.3,Europe/Paris
Saint-André,43.727,0.2765,France,FR-OCC,17.3,Europe/Paris
Saint-André,43.9333,2.46,France,FR-OCC,13,Europe/Paris
Saint-André,43.2733,0.8516,France,FR-OCC,12.2,Europe/Paris
Saint-André,42.9636,2.1261,France,FR-OCC,11.2,Europe/Paris
Malons-et-Elze,44.4167,4.0229,France,FR-OCC,3.5,Europe/Paris
Gélacourt,48.4814,6.7338,France,FR-GES,32.8,Europe/Paris
Doulan,44.6571,2.0105,France,FR-OCC,85.7,Europe/Paris
Malvalette,45.3549,4.1586,France,FR-ARA,45.1,Europe/Paris
Vauzelle,48.0255,-1.2853,France,FR-E,61.7,Europe/Paris
Gez-ez-Angles,43.0904,0.0233,France,FR-OCC,12.4,Europe/Paris
La Chevade,45.1303,2.8414,France,FR-ARA,12.7,Europe/Paris
Tarazone,42.5,8.8088,France,FR-H,39.7,Europe/Paris
Bergonne,45.5057,3.2204,France,FR-ARA,62.3,Europe/Paris
Ortholès,44.3872,2.6323,France,FR-OCC,53.1,Europe/Paris
Pourly,47.6244,3.8177,France,FR-BFC,29.8,Europe/Paris
Le Pont-de-Beauvoisin,45.5341,5.6666,France,FR-ARA,567.6,Europe/Paris
Saint-Baussant,48.8934,5.7928,France,FR-GES,8.2,Europe/Paris
Cuttura,46.4124,5.812,France,FR-BFC,57.5,Europe/Paris
Aubercy,48.9933,5.045,France,FR-GES,16.4,Europe/Paris
Coubjours,45.2471,1.2571,France,FR-NAQ,16,Europe/Paris
Rouilly-Saint-Loup,48.2638,4.1492,France,FR-GES,52,Europe/Paris
Paissy,49.4254,3.6973,France,FR-HDF,9.8,Europe/Paris
Saint-Hilaire-le-Grand,49.1715,4.4646,France,FR-GES,8.5,Europe/Paris
Les Coupes-de-Pouligny,46.9627,3.6825,France,FR-BFC,5.1,Europe/Paris
Pecorile,42.9454,9.3657,France,FR-H,12.1,Europe/Paris
Chardenoux,44.7659,3.4511,France,FR-OCC,4.2,Europe/Paris
Rochepleiou,48.0167,-3.4667,France,FR-E,66.6,Europe/Paris
Suzoy,49.5822,2.9461,France,FR-HDF,110.5,Europe/Paris
Tully,50.0859,1.5175,France,FR-HDF,386.7,Europe/Paris
Perdreauville,48.7966,1.6815,France,FR-J,122.6,Europe/Paris
Perdreauville,48.9646,1.6293,France,FR-J,55.6,Europe/Paris
Mittelhausbergen,48.6138,7.6919,France,FR-GES,1211.1,Europe/Paris
Lengronne,48.9338,-1.3821,France,FR-NOR,37.3,Europe/Paris
Valderoure,43.797,6.7097,France,FR-U,17.5,Europe/Paris
Pierrecourt,49.8977,1.6608,France,FR-NOR,51.3,Europe/Paris
Luscan,43.0119,0.6226,France,FR-OCC,22.3,Europe/Paris
Troisfontaines,48.6738,7.1197,France,FR-GES,102,Europe/Paris
Troisfontaines,48.5418,5.0214,France,FR-GES,10.6,Europe/Paris
Envaud,45.75,1.2167,France,FR-NAQ,81.7,Europe/Paris
Lestomble,45.628,2.7319,France,FR-ARA,24.3,Europe/Paris
Saffré,47.5014,-1.5788,France,FR-R,68.8,Europe/Paris
Pescadoires,44.5047,1.1571,France,FR-OCC,59.5,Europe/Paris
Argens,44.0445,6.5241,France,FR-U,10.4,Europe/Paris
Bacourt,48.9269,6.4071,France,FR-GES,32,Europe/Paris
Ventuile,46.2833,2.929,France,FR-ARA,9.1,Europe/Paris
Lavallot,48.421,-4.4241,France,FR-E,317.8,Europe/Paris
Ségalas,44.5873,0.5309,France,FR-NAQ,13.1,Europe/Paris
La Tuilerie,47.9017,3.7188,France,FR-BFC,60.5,Europe/Paris
La Tuilerie,48.0115,3.3673,France,FR-BFC,58.7,Europe/Paris
La Tuilerie,47.9538,3.788,France,FR-BFC,39.1,Europe/Paris
La Tuilerie,47.4996,3.9789,France,FR-BFC,27.5,Europe/Paris
La Tuilerie,48.0619,3.4367,France,FR-BFC,22.5,Europe/Paris
